Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
DOS2019-LUCID,683,1.0000,1.0000,"{'batch_size': 2048, 'dropout': 0.2, 'kernels': 64, 'learning_rate': 0.1, 'regularization': None}",./sample-dataset/10t-10n-DOS2019-dataset-val.hdf5
